,Self_Reported_Stress_Level,Final_Grade,Gender_Male,Gender_Other,Preferred_Learning_Style_Kinesthetic,Preferred_Learning_Style_Reading/Writing,Preferred_Learning_Style_Visual,Use_of_Educational_Tech_Yes,Participation_in_Discussions_Yes,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night
9263,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,22.0,1.0,70.0,50.0,88.0,11.0,9.0
9264,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,22.0,18.0,55.0,46.0,58.0,8.0,8.0
9265,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,29.0,14.0,51.0,41.0,58.0,19.0,7.0
9266,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,28.0,34.0,8.0,100.0,78.0,87.0,24.0,10.0
9267,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,8.0,19.0,70.0,49.0,76.0,30.0,7.0
9268,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,1.0,60.0,67.0,79.0,26.0,7.0
9269,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,41.0,8.0,63.0,73.0,76.0,1.0,4.0
9270,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,28.0,3.0,78.0,65.0,84.0,5.0,9.0
9271,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,26.0,48.0,20.0,84.0,60.0,80.0,11.0,5.0
9272,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,16.0,14.0,94.0,80.0,85.0,18.0,7.0
9273,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,31.0,13.0,86.0,43.0,98.0,23.0,5.0
9274,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,19.0,14.0,70.0,40.0,79.0,15.0,7.0
9275,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,37.0,20.0,83.0,52.0,55.0,15.0,7.0
9276,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,29.0,6.0,3.0,95.0,93.0,100.0,20.0,6.0
9277,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,25.0,46.0,6.0,56.0,47.0,60.0,7.0,8.0
9278,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,29.0,20.0,86.0,75.0,97.0,11.0,10.0
9279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,21.0,3.0,64.0,100.0,74.0,13.0,5.0
9280,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,38.0,4.0,64.0,95.0,84.0,20.0,8.0
9281,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,18.0,14.0,20.0,67.0,69.0,77.0,16.0,10.0
9282,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,25.0,36.0,6.0,99.0,60.0,74.0,15.0,8.0
9283,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,12.0,18.0,90.0,57.0,72.0,29.0,9.0
9284,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,14.0,20.0,100.0,65.0,59.0,8.0,4.0
9285,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,6.0,6.0,75.0,67.0,91.0,20.0,9.0
9286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,41.0,10.0,72.0,91.0,62.0,9.0,6.0
9287,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,37.0,10.0,72.0,76.0,76.0,15.0,9.0
9288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.0,18.0,54.0,85.0,68.0,26.0,6.0
9289,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,10.0,9.0,65.0,93.0,99.0,14.0,5.0
9290,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.0,6.0,3.0,56.0,100.0,62.0,3.0,9.0
9291,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,35.0,15.0,85.0,41.0,79.0,24.0,4.0
9292,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,14.0,1.0,53.0,68.0,73.0,27.0,5.0
9293,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,40.0,0.0,75.0,40.0,75.0,7.0,6.0
9294,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,12.0,20.0,86.0,98.0,92.0,14.0,6.0
9295,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,42.0,7.0,72.0,59.0,58.0,9.0,8.0
9296,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,26.0,20.0,93.0,52.0,65.0,19.0,10.0
9297,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,28.0,22.0,18.0,59.0,76.0,68.0,8.0,10.0
9298,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,37.0,6.0,75.0,44.0,99.0,13.0,7.0
9299,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,46.0,9.0,78.0,94.0,88.0,14.0,9.0
9300,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,26.0,10.0,76.0,75.0,89.0,20.0,10.0
9301,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,25.0,7.0,3.0,90.0,60.0,51.0,4.0,8.0
9302,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,31.0,4.0,51.0,45.0,79.0,0.0,5.0
9303,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,24.0,27.0,11.0,93.0,40.0,66.0,29.0,9.0
9304,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,28.0,35.0,13.0,86.0,95.0,61.0,26.0,6.0
9305,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,34.0,0.0,82.0,50.0,98.0,29.0,4.0
9306,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,24.0,34.0,7.0,51.0,48.0,61.0,23.0,6.0
9307,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,29.0,11.0,52.0,91.0,73.0,2.0,9.0
9308,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,7.0,10.0,78.0,67.0,92.0,22.0,7.0
9309,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,49.0,1.0,81.0,53.0,58.0,21.0,8.0
9310,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,8.0,6.0,59.0,52.0,99.0,8.0,5.0
9311,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,20.0,17.0,77.0,66.0,72.0,22.0,7.0
9312,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,30.0,2.0,79.0,96.0,50.0,13.0,8.0
9313,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,18.0,91.0,78.0,61.0,22.0,5.0
9314,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,20.0,7.0,97.0,81.0,85.0,28.0,10.0
9315,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,6.0,8.0,61.0,77.0,87.0,22.0,10.0
9316,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,49.0,18.0,76.0,65.0,69.0,12.0,6.0
9317,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,24.0,36.0,9.0,52.0,44.0,96.0,15.0,9.0
9318,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,22.0,7.0,98.0,81.0,74.0,15.0,8.0
9319,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,26.0,35.0,2.0,88.0,57.0,68.0,22.0,8.0
9320,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,18.0,0.0,80.0,61.0,52.0,28.0,9.0
9321,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,49.0,15.0,61.0,46.0,55.0,4.0,8.0
9322,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,19.0,0.0,79.0,94.0,68.0,22.0,5.0
9323,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,20.0,0.0,85.0,53.0,60.0,6.0,8.0
9324,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,23.0,25.0,6.0,82.0,81.0,84.0,6.0,4.0
9325,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,26.0,18.0,77.0,65.0,72.0,14.0,10.0
9326,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,34.0,8.0,89.0,89.0,93.0,17.0,6.0
9327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,25.0,7.0,75.0,78.0,70.0,6.0,10.0
9328,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,45.0,17.0,73.0,57.0,92.0,4.0,10.0
9329,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,28.0,3.0,52.0,40.0,78.0,16.0,7.0
9330,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,38.0,16.0,66.0,88.0,57.0,12.0,10.0
9331,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,14.0,4.0,60.0,44.0,58.0,26.0,4.0
9332,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,9.0,1.0,94.0,84.0,79.0,19.0,4.0
9333,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,29.0,23.0,10.0,92.0,41.0,66.0,10.0,10.0
9334,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,26.0,15.0,7.0,65.0,46.0,69.0,2.0,4.0
9335,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,46.0,19.0,81.0,48.0,72.0,17.0,9.0
9336,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,24.0,46.0,15.0,58.0,48.0,69.0,8.0,10.0
9337,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,49.0,1.0,94.0,50.0,55.0,13.0,10.0
9338,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,22.0,10.0,67.0,92.0,55.0,10.0,6.0
9339,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,42.0,6.0,71.0,59.0,94.0,16.0,9.0
9340,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,35.0,20.0,98.0,48.0,56.0,3.0,7.0
9341,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,8.0,77.0,46.0,71.0,24.0,6.0
9342,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,18.0,4.0,73.0,48.0,83.0,5.0,6.0
9343,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,6.0,52.0,93.0,70.0,11.0,6.0
9344,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,25.0,13.0,20.0,95.0,82.0,88.0,26.0,5.0
9345,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,24.0,16.0,53.0,86.0,76.0,15.0,10.0
9346,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,16.0,13.0,61.0,56.0,64.0,30.0,5.0
9347,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,29.0,11.0,4.0,87.0,84.0,91.0,0.0,5.0
9348,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,33.0,11.0,92.0,76.0,95.0,27.0,9.0
9349,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,24.0,18.0,90.0,90.0,51.0,13.0,6.0
9350,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,47.0,8.0,74.0,41.0,54.0,22.0,6.0
9351,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,10.0,2.0,59.0,68.0,85.0,1.0,8.0
9352,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,11.0,4.0,86.0,63.0,72.0,17.0,4.0
9353,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,38.0,11.0,62.0,47.0,73.0,17.0,5.0
9354,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,47.0,10.0,64.0,73.0,98.0,4.0,4.0
9355,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,36.0,20.0,60.0,40.0,93.0,14.0,9.0
9356,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,25.0,14.0,60.0,54.0,52.0,0.0,5.0
9357,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,29.0,37.0,7.0,51.0,59.0,85.0,30.0,8.0
9358,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,45.0,15.0,94.0,57.0,73.0,2.0,5.0
9359,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,22.0,11.0,98.0,96.0,94.0,0.0,4.0
9360,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,21.0,4.0,95.0,85.0,73.0,15.0,7.0
9361,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,20.0,2.0,60.0,55.0,100.0,15.0,6.0
9362,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,5.0,16.0,72.0,44.0,66.0,5.0,4.0
9363,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,13.0,18.0,75.0,53.0,85.0,8.0,7.0
9364,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,41.0,9.0,72.0,97.0,86.0,13.0,5.0
9365,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,29.0,18.0,6.0,99.0,50.0,50.0,11.0,6.0
9366,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,47.0,1.0,55.0,50.0,57.0,15.0,10.0
9367,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,41.0,16.0,88.0,58.0,64.0,4.0,9.0
9368,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,18.0,16.0,88.0,50.0,62.0,15.0,10.0
9369,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,7.0,1.0,52.0,67.0,83.0,5.0,8.0
9370,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,27.0,2.0,70.0,44.0,88.0,9.0,6.0
9371,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.0,36.0,11.0,71.0,77.0,74.0,1.0,8.0
9372,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,32.0,18.0,82.0,62.0,99.0,19.0,7.0
9373,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,14.0,13.0,88.0,68.0,75.0,27.0,6.0
9374,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,46.0,8.0,81.0,74.0,53.0,23.0,10.0
9375,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,25.0,3.0,66.0,98.0,53.0,20.0,6.0
9376,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,37.0,2.0,79.0,52.0,93.0,16.0,5.0
9377,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,31.0,19.0,89.0,90.0,81.0,11.0,5.0
9378,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,23.0,16.0,81.0,96.0,88.0,7.0,4.0
9379,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,42.0,18.0,79.0,93.0,63.0,8.0,6.0
9380,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,22.0,0.0,97.0,73.0,56.0,16.0,7.0
9381,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,39.0,10.0,80.0,83.0,73.0,10.0,10.0
9382,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,25.0,14.0,77.0,88.0,81.0,10.0,6.0
9383,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,16.0,14.0,71.0,70.0,85.0,17.0,4.0
9384,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,43.0,0.0,55.0,89.0,71.0,19.0,5.0
9385,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,39.0,3.0,84.0,88.0,83.0,17.0,4.0
9386,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,38.0,11.0,98.0,71.0,95.0,3.0,7.0
9387,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,29.0,18.0,87.0,81.0,97.0,24.0,4.0
9388,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,24.0,17.0,1.0,58.0,85.0,57.0,7.0,10.0
9389,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,39.0,6.0,53.0,47.0,58.0,13.0,4.0
9390,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,44.0,4.0,64.0,50.0,58.0,4.0,5.0
9391,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,6.0,0.0,100.0,64.0,59.0,10.0,6.0
9392,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,18.0,20.0,81.0,67.0,54.0,16.0,9.0
9393,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,22.0,10.0,19.0,71.0,82.0,68.0,26.0,8.0
9394,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,24.0,27.0,19.0,65.0,62.0,79.0,4.0,6.0
9395,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,12.0,19.0,94.0,54.0,57.0,7.0,10.0
9396,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,24.0,28.0,19.0,81.0,66.0,64.0,7.0,9.0
9397,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,42.0,4.0,77.0,95.0,89.0,25.0,4.0
9398,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,8.0,10.0,77.0,72.0,71.0,3.0,9.0
9399,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,49.0,12.0,91.0,75.0,86.0,17.0,9.0
9400,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,28.0,14.0,4.0,81.0,72.0,73.0,2.0,8.0
9401,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,25.0,41.0,9.0,88.0,49.0,100.0,11.0,4.0
9402,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,19.0,29.0,4.0,74.0,75.0,93.0,2.0,4.0
9403,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,12.0,97.0,79.0,71.0,8.0,7.0
9404,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,23.0,19.0,59.0,46.0,98.0,23.0,8.0
9405,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,24.0,18.0,92.0,97.0,64.0,15.0,5.0
9406,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,15.0,10.0,50.0,44.0,59.0,1.0,4.0
9407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,24.0,18.0,19.0,77.0,91.0,73.0,5.0,4.0
9408,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,47.0,1.0,98.0,60.0,90.0,4.0,6.0
9409,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,24.0,27.0,3.0,84.0,77.0,94.0,29.0,5.0
9410,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,21.0,15.0,10.0,58.0,54.0,93.0,5.0,8.0
9411,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,21.0,12.0,88.0,50.0,54.0,18.0,6.0
9412,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,46.0,5.0,68.0,60.0,73.0,11.0,9.0
9413,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,7.0,3.0,62.0,64.0,70.0,13.0,6.0
9414,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,39.0,1.0,58.0,59.0,80.0,1.0,6.0
9415,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,37.0,17.0,67.0,77.0,85.0,3.0,7.0
9416,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,40.0,16.0,89.0,83.0,73.0,21.0,7.0
9417,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,33.0,13.0,50.0,71.0,99.0,17.0,10.0
9418,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,5.0,8.0,65.0,66.0,85.0,16.0,7.0
9419,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,30.0,17.0,88.0,90.0,84.0,29.0,5.0
9420,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,11.0,5.0,61.0,80.0,59.0,10.0,8.0
9421,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,33.0,2.0,96.0,57.0,93.0,3.0,9.0
9422,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,10.0,1.0,51.0,70.0,95.0,19.0,4.0
9423,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,23.0,11.0,98.0,63.0,95.0,2.0,5.0
9424,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,28.0,5.0,94.0,45.0,74.0,13.0,7.0
9425,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,21.0,40.0,7.0,69.0,41.0,98.0,15.0,8.0
9426,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.0,17.0,16.0,67.0,40.0,75.0,8.0,10.0
9427,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,37.0,4.0,98.0,96.0,67.0,22.0,6.0
9428,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,5.0,10.0,70.0,82.0,85.0,6.0,9.0
9429,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,33.0,8.0,75.0,44.0,96.0,23.0,6.0
9430,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,42.0,7.0,65.0,62.0,51.0,22.0,4.0
9431,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,25.0,4.0,80.0,48.0,99.0,18.0,4.0
9432,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,9.0,2.0,77.0,84.0,67.0,12.0,7.0
9433,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,49.0,19.0,80.0,58.0,62.0,24.0,7.0
9434,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,26.0,5.0,55.0,46.0,87.0,29.0,9.0
9435,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,19.0,49.0,10.0,87.0,81.0,55.0,21.0,10.0
9436,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,18.0,2.0,68.0,79.0,71.0,4.0,10.0
9437,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,13.0,6.0,73.0,71.0,99.0,30.0,6.0
9438,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,26.0,44.0,19.0,79.0,89.0,70.0,0.0,10.0
9439,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,5.0,3.0,89.0,55.0,94.0,12.0,10.0
9440,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,14.0,17.0,100.0,49.0,88.0,19.0,10.0
9441,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,37.0,7.0,51.0,85.0,76.0,29.0,5.0
9442,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,13.0,11.0,100.0,44.0,75.0,21.0,8.0
9443,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25.0,46.0,11.0,85.0,91.0,96.0,17.0,9.0
9444,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,26.0,15.0,73.0,68.0,51.0,1.0,6.0
9445,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,34.0,8.0,70.0,97.0,94.0,29.0,8.0
9446,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,26.0,21.0,4.0,86.0,91.0,91.0,7.0,7.0
9447,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,42.0,11.0,79.0,65.0,94.0,8.0,5.0
9448,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,19.0,20.0,68.0,43.0,94.0,29.0,8.0
9449,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,23.0,17.0,67.0,68.0,78.0,5.0,6.0
9450,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,47.0,20.0,100.0,72.0,69.0,7.0,5.0
9451,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,26.0,0.0,100.0,63.0,67.0,6.0,8.0
9452,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,49.0,14.0,70.0,63.0,53.0,0.0,10.0
9453,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,19.0,21.0,4.0,93.0,95.0,91.0,11.0,7.0
9454,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,43.0,11.0,74.0,54.0,50.0,2.0,10.0
9455,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,24.0,12.0,64.0,82.0,71.0,18.0,10.0
9456,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,15.0,7.0,75.0,49.0,53.0,5.0,9.0
